anio_ocu,mes_ocu,día_ocu,hora_ocu,depto_ocu,edad_per,delito_com
2020,1,2,9,22,48,75
2020,1,3,13,1,60,75
2020,1,3,11,1,66,75
2020,1,4,11,1,22,75
2020,1,4,14,1,34,69
2020,1,4,23,5,21,75
2020,1,4,23,5,21,75
2020,1,5,17,1,73,75
2020,1,6,7,1,35,75
2020,1,6,8,4,55,69
2020,1,8,20,1,54,75
2020,1,8,10,18,43,75
2020,1,8,12,3,28,75
2020,1,9,20,1,32,75
2020,1,9,11,2,35,75
2020,1,10,14,17,46,75
2020,1,10,19,1,48,75
2020,1,12,7,1,42,75
2020,1,12,7,5,42,75
2020,1,12,21,2,68,75
2020,1,12,8,3,57,75
2020,1,14,11,5,21,75
2020,1,15,10,20,45,75
2020,1,15,10,1,25,75
2020,1,16,12,22,34,75
2020,1,17,12,1,31,75
2020,1,17,12,1,31,75
2020,1,17,15,2,39,75
2020,1,17,9,18,39,75
2020,1,18,7,1,45,75
2020,1,18,13,18,39,75
2020,1,19,10,1,41,69
2020,1,19,5,22,38,69
2020,1,19,21,5,40,75
2020,1,19,2,18,35,69
2020,1,20,21,1,22,69
2020,1,20,20,1,40,69
2020,1,20,15,5,50,75
2020,1,20,15,5,50,75
2020,1,21,14,1,29,69
2020,1,21,7,19,61,75
2020,1,21,14,5,39,69
2020,1,21,19,5,33,75
2020,1,21,5,5,39,75
2020,1,21,14,5,52,75
2020,1,23,10,18,47,75
2020,1,23,9,13,999,69
2020,1,24,16,21,27,75
2020,1,26,11,3,29,75
2020,1,28,12,1,35,75
2020,1,28,19,2,24,75
2020,1,29,19,5,58,75
2020,1,31,21,10,51,75
2020,2,2,22,1,36,69
2020,2,2,99,1,36,75
2020,2,2,12,22,55,69
2020,2,3,4,1,57,75
2020,2,3,17,1,49,75
2020,2,3,99,22,32,75
2020,2,3,16,5,55,75
2020,2,4,5,1,58,75
2020,2,4,11,19,41,69
2020,2,6,17,1,30,69
2020,2,7,13,1,37,69
2020,2,7,9,10,27,69
2020,2,7,8,18,999,69
2020,2,8,9,1,28,75
2020,2,8,12,5,33,75
2020,2,10,3,1,30,69
2020,2,10,3,1,43,69
2020,2,10,12,1,45,75
2020,2,10,11,18,40,75
2020,2,10,11,18,40,75
2020,2,10,15,4,46,69
2020,2,11,17,4,65,75
2020,2,13,17,1,61,69
2020,2,13,15,22,58,75
2020,2,13,20,18,42,69
2020,2,13,11,18,54,75
2020,2,13,19,18,28,69
2020,2,13,19,18,31,69
2020,2,14,8,17,43,69
2020,2,15,16,19,39,69
2020,2,16,14,19,40,75
2020,2,17,19,18,24,69
2020,2,18,11,1,48,69
2020,2,18,11,1,48,69
2020,2,18,11,1,48,69
2020,2,18,11,1,48,69
2020,2,18,11,1,48,69
2020,2,18,11,1,48,69
2020,2,18,99,20,35,75
2020,2,18,16,6,56,69
2020,2,18,7,18,44,75
2020,2,18,10,4,49,75
2020,2,19,12,1,27,75
2020,2,19,7,5,37,75
2020,2,19,20,18,36,75
2020,2,20,7,1,37,75
2020,2,20,21,20,34,75
2020,2,20,21,20,34,75
2020,2,20,21,20,34,75
2020,2,20,12,2,38,75
2020,2,22,0,11,32,75
2020,2,22,11,11,31,75
2020,2,23,18,1,25,69
2020,2,23,19,22,51,75
2020,2,23,18,5,88,75
2020,2,24,18,1,45,75
2020,2,27,20,1,28,69
2020,2,27,12,1,44,69
2020,2,27,15,18,33,75
2020,2,29,17,1,38,69
2020,2,29,3,22,39,75
2020,2,29,23,4,38,69
2020,3,1,5,1,42,69
2020,3,1,5,1,42,69
2020,3,1,23,1,29,69
2020,3,1,18,19,27,69
2020,3,2,15,19,26,75
2020,3,2,20,19,45,75
2020,3,3,13,1,26,69
2020,3,3,5,1,65,69
2020,3,3,13,1,41,75
2020,3,4,8,22,61,69
2020,3,5,22,19,35,75
2020,3,9,10,22,71,75
2020,3,9,11,11,42,75
2020,3,10,10,1,23,75
2020,3,10,6,9,31,75
2020,3,10,14,14,55,75
2020,3,11,15,1,63,75
2020,3,12,8,1,22,69
2020,3,12,8,1,37,69
2020,3,13,15,1,81,69
2020,3,13,15,1,81,69
2020,3,13,15,1,81,69
2020,3,13,15,1,81,69
2020,3,13,15,1,81,69
2020,3,13,15,1,81,69
2020,3,13,15,1,81,69
2020,3,13,15,1,81,69
2020,3,13,11,22,27,69
2020,3,15,1,1,36,69
2020,3,16,18,19,45,69
2020,3,16,18,19,45,69
2020,3,17,10,1,51,75
2020,3,17,20,2,23,69
2020,3,18,21,1,83,69
2020,3,18,21,1,83,69
2020,3,18,21,1,83,69
2020,3,18,21,1,83,69
2020,3,18,21,1,83,69
2020,3,19,13,18,50,75
2020,3,19,16,3,35,75
2020,3,19,16,1,52,69
2020,3,20,11,1,31,75
2020,3,20,9,1,999,69
2020,3,21,0,1,62,69
2020,3,22,13,5,28,75
2020,3,23,14,1,36,75
2020,3,23,17,1,999,75
2020,3,23,11,18,44,75
2020,3,25,15,1,37,75
2020,3,25,11,1,24,69
2020,3,27,15,1,35,69
2020,3,27,10,5,37,69
2020,3,29,14,22,39,75
2020,4,1,9,1,49,75
2020,4,4,3,1,43,69
2020,4,5,16,1,34,69
2020,4,5,13,5,28,75
2020,4,5,22,9,36,69
2020,4,6,9,1,69,75
2020,4,6,16,22,32,75
2020,4,6,22,18,39,69
2020,4,7,16,1,34,75
2020,4,7,19,16,39,75
2020,4,7,15,14,67,75
2020,4,8,8,5,60,75
2020,4,9,8,1,30,69
2020,4,15,9,1,45,75
2020,4,15,7,1,53,69
2020,4,15,11,1,55,69
2020,4,16,13,1,47,69
2020,4,16,10,4,61,75
2020,4,17,19,1,30,69
2020,4,17,10,1,37,75
2020,4,17,10,1,37,75
2020,4,19,11,11,35,75
2020,4,23,10,1,58,75
2020,4,23,11,13,49,75
2020,4,24,8,1,19,69
2020,4,26,8,1,28,75
2020,4,27,16,20,52,75
2020,4,28,11,1,39,69
2020,4,28,11,1,39,69
2020,4,28,11,1,39,69
2020,4,28,10,17,46,69
2020,4,29,19,1,48,69
2020,4,30,14,1,49,75
2020,4,30,15,1,35,75
2020,4,30,16,22,30,75
2020,4,30,8,5,53,75
2020,4,30,11,17,40,75
2020,1,1,20,1,25,19
2020,1,1,5,1,36,20
2020,1,1,19,1,45,20
2020,1,1,17,1,34,19
2020,1,1,9,1,29,19
2020,1,1,23,3,999,81
2020,1,1,21,18,999,81
2020,1,2,8,1,22,20
2020,1,2,16,1,39,81
2020,1,2,9,1,43,20
2020,1,2,8,1,22,20
2020,1,2,20,7,999,21
2020,1,2,11,10,999,19
2020,1,2,11,14,999,81
2020,1,2,17,7,46,81
2020,1,3,9,1,20,20
2020,1,3,9,1,28,20
2020,1,3,8,5,40,20
2020,1,3,99,13,31,20
2020,1,3,12,1,999,21
2020,1,3,13,13,999,21
2020,1,3,0,11,60,81
2020,1,4,0,9,28,20
2020,1,4,12,9,42,20
2020,1,4,20,4,54,19
2020,1,4,21,4,37,19
2020,1,5,21,1,36,19
2020,1,5,21,1,30,19
2020,1,5,14,1,44,19
2020,1,5,9,13,38,20
2020,1,5,4,12,21,19
2020,1,5,11,4,37,19
2020,1,6,16,1,28,20
2020,1,6,11,4,55,20
2020,1,6,8,3,30,19
2020,1,6,17,14,999,21
2020,1,6,6,12,999,19
2020,1,6,13,14,999,81
2020,1,7,9,1,45,81
2020,1,7,0,14,83,81
2020,1,7,18,5,28,20
2020,1,8,1,1,42,21
2020,1,8,12,3,28,81
2020,1,8,20,16,28,81
2020,1,8,4,17,64,21
2020,1,8,12,3,28,19
2020,1,8,18,10,999,19
2020,1,8,13,12,999,81
2020,1,8,21,4,21,21
2020,1,9,12,5,38,21
2020,1,10,9,1,35,20
2020,1,10,20,16,20,20
2020,1,10,2,1,65,20
2020,1,10,18,12,18,21
2020,1,11,13,1,24,20
2020,1,11,0,12,37,19
2020,1,11,18,13,999,20
2020,1,11,15,18,32,19
2020,1,11,5,1,64,81
2020,1,12,10,1,43,20
2020,1,12,13,1,52,19
2020,1,12,18,1,27,19
2020,1,12,9,1,42,19
2020,1,12,21,9,50,19
2020,1,12,14,12,48,19
2020,1,12,8,11,87,20
2020,1,12,14,2,999,81
2020,1,13,5,1,32,20
2020,1,13,8,3,33,20
2020,1,13,12,18,34,19
2020,1,13,11,1,26,20
2020,1,13,7,9,34,20
2020,1,13,8,3,31,20
2020,1,13,22,1,999,20
2020,1,13,17,9,999,21
2020,1,13,9,17,49,19
2020,1,14,12,1,26,32
2020,1,14,18,1,33,19
2020,1,15,21,1,60,19
2020,1,15,8,1,24,19
2020,1,15,14,1,39,19
2020,1,15,12,17,43,19
2020,1,16,9,1,35,20
2020,1,16,19,13,65,81
2020,1,16,12,11,38,20
2020,1,16,17,2,62,19
2020,1,17,19,1,34,21
2020,1,17,16,17,999,21
2020,1,17,2,9,999,81
2020,1,18,12,6,20,20
2020,1,18,5,16,999,21
2020,1,18,17,17,999,81
2020,1,19,2,18,43,20
2020,1,20,21,1,26,20
2020,1,20,11,1,67,20
2020,1,20,11,13,46,20
2020,1,20,20,9,999,81
2020,1,20,1,14,40,81
2020,1,21,4,1,34,20
2020,1,22,9,1,30,19
2020,1,22,8,1,37,20
2020,1,22,12,22,999,21
2020,1,22,6,1,24,19
2020,1,22,11,13,31,81
2020,1,22,22,17,26,81
2020,1,23,9,1,60,20
2020,1,23,3,1,40,21
2020,1,23,19,1,34,20
2020,1,23,10,11,23,81
2020,1,24,12,2,36,20
2020,1,24,9,1,50,20
2020,1,24,15,22,37,20
2020,1,24,17,9,49,81
2020,1,25,23,1,21,20
2020,1,25,13,10,999,19
2020,1,26,15,12,999,20
2020,1,26,21,6,999,19
2020,1,26,12,1,58,19
2020,1,26,10,9,999,19
2020,1,27,15,9,999,20
2020,1,27,1,13,33,20
2020,1,27,11,2,999,19
2020,1,27,10,17,18,20
2020,1,28,17,1,30,20
2020,1,28,12,1,35,19
2020,1,28,11,1,39,20
2020,1,28,4,12,999,20
2020,1,28,0,16,999,19
2020,1,29,17,1,21,19
2020,1,29,10,1,999,32
2020,1,29,13,1,27,20
2020,1,29,14,1,43,20
2020,1,29,19,6,47,19
2020,1,29,4,4,31,32
2020,1,30,4,1,999,21
2020,1,30,9,1,79,81
2020,1,30,7,20,37,20
2020,1,30,14,6,25,20
2020,1,31,0,16,999,21
2020,1,31,14,9,999,20
2020,1,31,2,16,999,81
2020,1,31,12,17,50,81
2020,2,1,8,5,36,21
2020,2,1,17,15,999,78
2020,2,1,99,18,21,20
2020,2,1,9,4,37,21
2020,2,2,11,10,999,21
2020,2,2,19,10,55,81
2020,2,2,2,12,57,81
2020,2,2,17,12,39,21
2020,2,2,5,16,999,21
2020,2,2,19,2,23,20
2020,2,3,6,1,37,21
2020,2,3,8,1,55,21
2020,2,3,21,6,28,81
2020,2,3,0,14,999,81
2020,2,3,10,3,63,81
2020,2,4,15,5,44,21
2020,2,4,14,5,999,21
2020,2,5,17,1,42,81
2020,2,5,11,12,999,21
2020,2,5,21,13,35,81
2020,2,5,17,16,999,21
2020,2,5,17,3,41,81
2020,2,6,20,5,999,33
2020,2,6,16,9,999,20
2020,2,6,16,9,999,21
2020,2,7,10,1,24,78
2020,2,7,9,1,42,78
2020,2,7,9,10,40,21
2020,2,7,16,11,999,81
2020,2,7,15,9,37,21
2020,2,7,18,2,23,21
2020,2,7,19,18,32,81
2020,2,7,17,3,999,33
2020,2,8,8,1,44,81
2020,2,8,22,1,49,81
2020,2,8,8,1,28,20
2020,2,8,8,1,26,19
2020,2,8,14,6,999,21
2020,2,8,12,2,44,21
2020,2,8,17,7,59,81
2020,2,9,15,5,999,20
2020,2,9,9,6,999,19
2020,2,10,20,1,999,20
2020,2,10,7,1,22,20
2020,2,10,9,1,38,20
2020,2,10,13,6,999,19
2020,2,10,17,8,35,20
2020,2,10,9,18,999,21
2020,2,10,15,4,46,19
2020,2,11,13,12,29,19
2020,2,12,7,18,23,20
2020,2,12,7,18,30,20
2020,2,12,19,18,37,20
2020,2,13,19,1,21,21
2020,2,13,3,9,999,81
2020,2,13,8,9,999,21
2020,2,15,18,9,999,81
2020,2,16,8,1,26,20
2020,2,16,15,18,999,20
2020,2,16,18,4,33,19
2020,2,17,2,1,999,21
2020,2,17,7,1,29,20
2020,2,17,8,1,44,20
2020,2,17,8,1,32,19
2020,2,17,19,1,40,81
2020,2,17,19,1,36,21
2020,2,17,8,1,17,20
2020,2,17,15,15,41,19
2020,2,17,0,14,45,81
2020,2,17,7,4,48,20
2020,2,18,4,20,30,20
2020,2,18,20,15,14,20
2020,2,18,23,2,28,19
2020,2,18,14,2,50,20
2020,2,18,9,18,42,19
2020,2,19,21,1,30,20
2020,2,19,15,19,39,20
2020,2,19,20,11,44,20
2020,2,20,11,1,51,21
2020,2,20,9,1,26,20
2020,2,20,11,9,999,81
2020,2,20,5,13,999,21
2020,2,21,5,13,30,20
2020,2,21,21,4,34,19
2020,2,22,9,1,40,21
2020,2,22,11,1,26,81
2020,2,22,10,5,26,20
2020,2,22,21,12,25,21
2020,2,22,23,13,25,81
2020,2,22,18,16,999,21
2020,2,22,1,14,28,81
2020,2,23,15,1,57,20
2020,2,23,4,1,33,81
2020,2,23,14,1,27,20
2020,2,23,14,1,27,21
2020,2,23,9,20,999,81
2020,2,23,4,9,56,81
2020,2,23,13,15,999,21
2020,2,23,8,18,47,21
2020,2,23,10,3,999,21
2020,2,24,7,1,999,21
2020,2,24,20,1,23,21
2020,2,24,15,1,999,33
2020,2,24,11,11,30,21
2020,2,24,12,9,999,21
2020,2,24,14,9,999,81
2020,2,24,13,12,50,21
2020,2,24,20,13,999,81
2020,2,24,7,16,999,21
2020,2,24,11,16,39,19
2020,2,25,4,9,56,81
2020,2,25,16,17,999,21
2020,2,25,17,14,42,81
2020,2,26,13,1,45,81
2020,2,26,9,1,999,19
2020,2,26,12,1,44,81
2020,2,26,18,1,23,81
2020,2,26,9,5,42,21
2020,2,26,12,9,24,21
2020,2,26,2,13,54,21
2020,2,26,14,13,999,21
2020,2,26,18,2,34,20
2020,2,26,6,4,67,33
2020,2,27,5,1,31,20
2020,2,27,11,1,52,20
2020,2,27,9,1,999,19
2020,2,27,7,22,30,81
2020,2,27,7,20,999,19
2020,2,27,20,12,48,81
2020,2,27,9,3,45,20
2020,2,28,15,5,999,81
2020,2,28,4,5,999,81
2020,2,28,4,5,36,19
2020,2,28,5,11,999,20
2020,2,28,18,17,32,81
2020,2,29,6,1,38,20
2020,3,1,5,1,30,20
2020,3,1,11,1,27,19
2020,3,1,16,1,59,20
2020,3,1,23,1,29,19
2020,3,1,0,12,33,20
2020,3,1,17,13,999,20
2020,3,2,2,20,23,20
2020,3,3,18,1,24,19
2020,3,3,17,10,54,19
2020,3,4,22,1,28,20
2020,3,4,21,1,30,20
2020,3,4,12,19,30,19
2020,3,4,17,15,45,20
2020,3,4,21,7,47,20
2020,3,4,22,4,27,20
2020,3,5,14,1,21,20
2020,3,5,1,10,19,20
2020,3,5,18,13,999,81
2020,3,6,4,1,43,21
2020,3,6,18,1,31,21
2020,3,6,12,10,999,20
2020,3,6,14,18,35,81
2020,3,7,21,1,28,81
2020,3,7,11,1,33,21
2020,3,7,19,5,22,20
2020,3,7,11,11,34,21
2020,3,7,16,13,32,81
2020,3,8,9,1,999,33
2020,3,8,15,1,38,19
2020,3,8,9,1,42,81
2020,3,8,16,13,49,81
2020,3,8,0,16,25,21
2020,3,8,19,3,31,19
2020,3,9,15,1,42,21
2020,3,9,9,1,42,21
2020,3,9,23,9,36,21
2020,3,9,15,17,56,19
2020,3,10,9,1,29,19
2020,3,10,23,19,39,81
2020,3,10,20,11,34,81
2020,3,11,10,1,21,81
2020,3,11,15,1,63,81
2020,3,11,15,1,25,21
2020,3,11,13,1,59,21
2020,3,11,14,1,27,21
2020,3,11,19,1,49,21
2020,3,11,5,1,19,21
2020,3,11,9,22,36,21
2020,3,11,15,10,39,81
2020,3,11,9,9,42,21
2020,3,13,6,1,35,19
2020,3,13,5,1,31,20
2020,3,13,15,1,81,19
2020,3,13,6,1,999,21
2020,3,13,9,1,29,20
2020,3,13,15,1,999,20
2020,3,14,10,1,54,35
2020,3,14,19,22,32,19
2020,3,14,1,9,999,20
2020,3,15,12,22,31,20
2020,3,15,3,16,30,19
2020,3,15,10,3,999,33
2020,3,16,11,1,56,20
2020,3,16,19,1,30,19
2020,3,16,21,1,83,19
2020,3,16,19,5,29,19
2020,3,16,22,10,999,20
2020,3,16,15,16,999,19
2020,3,17,14,13,999,20
2020,3,17,20,2,22,20
2020,3,17,3,17,31,19
2020,3,19,16,1,52,20
2020,3,20,15,1,999,21
2020,3,20,16,1,42,19
2020,3,20,2,1,40,19
2020,3,20,15,5,999,21
2020,3,20,10,4,40,35
2020,3,20,0,5,17,20
2020,3,21,10,17,32,19
2020,3,22,13,1,999,21
2020,3,23,10,1,38,19
2020,3,23,9,1,58,21
2020,3,23,20,1,68,81
2020,3,23,12,11,999,81
2020,3,24,6,1,54,21
2020,3,26,22,5,28,21
2020,3,27,7,1,56,20
2020,3,28,11,1,999,19
2020,3,29,15,1,26,19
2020,3,29,12,1,41,19
2020,3,30,10,1,43,20
2020,4,1,12,18,24,20
2020,4,1,9,14,43,21
2020,4,2,8,17,30,27
2020,4,4,6,1,29,20
2020,4,4,6,1,33,20
2020,4,4,8,1,34,20
2020,4,4,23,3,36,19
2020,4,5,6,1,77,20
2020,4,5,9,1,42,20
2020,4,5,10,1,34,20
2020,4,5,14,1,36,20
2020,4,5,10,5,24,20
2020,4,5,16,9,36,19
2020,4,5,22,18,39,20
2020,4,7,8,1,999,20
2020,4,7,16,1,34,81
2020,4,7,6,1,41,20
2020,4,7,11,1,36,20
2020,4,7,9,1,65,20
2020,4,8,7,1,52,20
2020,4,8,7,1,29,20
2020,4,8,16,9,999,20
2020,4,9,10,5,67,21
2020,4,9,14,4,46,19
2020,4,10,23,1,54,19
2020,4,10,8,1,46,19
2020,4,10,5,17,999,21
2020,4,12,5,1,30,20
2020,4,12,8,1,27,20
2020,4,12,0,16,33,81
2020,4,12,7,16,46,81
2020,4,13,19,4,999,21
2020,4,14,10,1,20,21
2020,4,14,5,1,40,19
2020,4,14,8,1,31,20
2020,4,14,9,9,999,21
2020,4,14,17,4,999,21
2020,4,15,7,1,999,19
2020,4,16,11,12,999,21
2020,4,16,11,4,999,21
2020,4,17,10,1,26,21
2020,4,17,21,1,32,19
2020,4,17,23,9,38,21
2020,4,17,13,16,55,81
2020,4,17,11,18,29,20
2020,4,17,12,7,27,81
2020,4,18,8,1,42,21
2020,4,18,6,11,52,21
2020,4,19,6,1,47,21
2020,4,20,12,1,46,27
2020,4,21,11,4,46,19
2020,4,22,14,9,47,20
2020,4,23,11,12,39,21
2020,4,23,2,18,999,20
2020,4,23,9,14,28,20
2020,4,24,14,1,35,20
2020,4,24,17,1,17,20
2020,4,24,6,18,24,20
2020,4,25,20,1,38,19
2020,4,25,16,1,999,21
2020,4,25,10,1,37,20
2020,4,25,9,1,40,20
2020,4,25,7,1,23,20
2020,4,25,5,16,999,20
2020,4,27,8,1,38,20
2020,4,27,9,1,33,20
2020,4,27,12,1,35,19
2020,4,27,9,5,39,19
2020,4,27,18,10,30,19
2020,4,27,0,11,28,20
2020,4,27,13,3,23,20
2020,4,28,11,1,39,20
2020,4,28,10,17,46,19
2020,4,29,12,1,999,81
2020,4,29,15,1,29,20
2020,4,29,15,1,33,20
2020,4,30,14,7,999,21
2020,1,1,1,2,31,30
2020,1,1,16,17,16,30
2020,1,1,23,3,20,30
2020,1,2,18,1,23,30
2020,1,2,21,1,999,30
2020,1,2,11,4,21,30
2020,1,3,14,21,29,30
2020,1,3,12,5,41,30
2020,1,3,19,10,17,30
2020,1,3,9,3,999,30
2020,1,4,17,1,18,30
2020,1,4,20,5,999,30
2020,1,4,19,4,41,30
2020,1,6,9,9,23,30
2020,1,6,11,9,19,30
2020,1,7,20,5,27,30
2020,1,7,16,5,999,30
2020,1,7,13,11,14,30
2020,1,7,20,9,999,30
2020,1,8,16,1,21,30
2020,1,8,20,9,999,30
2020,1,9,9,16,25,30
2020,1,11,18,1,33,30
2020,1,12,11,1,25,30
2020,1,12,0,11,20,30
2020,1,13,7,1,21,30
2020,1,13,10,13,49,30
2020,1,13,11,11,999,30
2020,1,14,15,1,37,30
2020,1,15,16,1,38,30
2020,1,15,15,1,39,30
2020,1,16,18,9,33,30
2020,1,17,14,1,35,30
2020,1,17,20,1,999,30
2020,1,17,5,10,999,30
2020,1,17,16,17,999,30
2020,1,18,14,1,19,30
2020,1,18,13,1,19,30
2020,1,18,11,1,999,30
2020,1,18,0,11,28,30
2020,1,18,17,17,999,30
2020,1,19,14,1,15,30
2020,1,19,0,1,999,30
2020,1,19,12,22,34,30
2020,1,19,13,16,13,30
2020,1,19,2,18,39,30
2020,1,20,12,5,25,30
2020,1,20,13,5,32,30
2020,1,20,99,5,65,30
2020,1,20,17,3,30,30
2020,1,21,22,1,16,30
2020,1,21,12,5,28,30
2020,1,22,10,17,28,30
2020,1,23,18,1,48,30
2020,1,23,20,1,28,30
2020,1,23,22,1,19,30
2020,1,24,14,11,22,30
2020,1,25,18,22,17,30
2020,1,25,12,5,30,30
2020,1,25,20,6,999,30
2020,1,25,13,16,17,30
2020,1,26,13,1,68,30
2020,1,26,13,22,17,30
2020,1,26,19,12,24,30
2020,1,26,5,6,22,30
2020,1,26,5,6,29,30
2020,1,26,5,6,19,30
2020,1,26,5,6,23,30
2020,1,27,9,1,18,30
2020,1,30,20,1,21,30
2020,1,31,19,1,999,30
2020,1,31,23,3,30,30
2020,2,1,6,1,38,30
2020,2,2,19,1,30,30
2020,2,2,11,13,999,30
2020,2,2,10,11,30,30
2020,2,2,0,9,19,80
2020,2,2,11,9,33,30
2020,2,2,15,9,22,30
2020,2,3,0,3,19,30
2020,2,4,15,9,75,30
2020,2,5,21,1,21,30
2020,2,5,4,1,19,30
2020,2,6,12,14,24,30
2020,2,7,19,16,19,30
2020,2,8,19,1,23,80
2020,2,8,22,1,30,30
2020,2,8,19,1,41,30
2020,2,8,2,11,50,30
2020,2,8,17,16,44,80
2020,2,8,17,17,22,30
2020,2,9,15,1,32,30
2020,2,9,12,1,28,30
2020,2,9,20,1,52,30
2020,2,9,12,1,44,30
2020,2,9,18,16,19,30
2020,2,9,14,2,999,30
2020,2,10,19,1,25,30
2020,2,10,12,14,19,30
2020,2,11,5,5,999,30
2020,2,11,15,5,27,30
2020,2,11,17,4,999,80
2020,2,12,13,11,21,30
2020,2,12,21,21,23,30
2020,2,13,13,1,25,30
2020,2,13,16,20,30,30
2020,2,13,17,5,18,30
2020,2,13,19,5,34,30
2020,2,14,11,1,23,30
2020,2,14,16,1,999,30
2020,2,14,15,9,21,30
2020,2,14,20,9,14,30
2020,2,14,23,13,33,30
2020,2,14,12,16,20,30
2020,2,16,2,9,36,30
2020,2,16,16,9,999,30
2020,2,18,18,18,999,30
2020,2,18,7,4,25,30
2020,2,19,15,1,19,30
2020,2,19,15,1,67,30
2020,2,19,11,1,25,30
2020,2,20,20,1,48,30
2020,2,20,19,10,18,30
2020,2,20,10,12,26,30
2020,2,20,20,1,29,30
2020,2,20,10,3,16,30
2020,2,21,22,22,50,30
2020,2,21,19,10,21,30
2020,2,22,22,4,18,30
2020,2,23,16,1,19,30
2020,2,23,20,1,999,30
2020,2,23,18,10,40,30
2020,2,23,19,17,29,30
2020,2,23,22,4,18,30
2020,2,24,23,1,999,30
2020,2,24,20,1,17,30
2020,2,24,21,1,27,30
2020,2,24,8,22,17,30
2020,2,24,2,11,27,30
2020,2,24,2,11,999,30
2020,2,25,13,1,31,30
2020,2,25,0,1,25,30
2020,2,25,18,16,21,30
2020,2,25,14,18,27,30
2020,2,26,11,1,999,30
2020,2,26,15,13,23,30
2020,2,26,8,16,32,80
2020,2,27,1,1,41,30
2020,2,28,17,1,17,30
2020,2,28,12,5,23,30
2020,2,29,11,1,17,30
2020,2,29,15,13,61,30
2020,2,29,1,3,29,30
2020,3,1,16,1,19,30
2020,3,1,20,1,31,30
2020,3,1,19,1,22,30
2020,3,1,20,5,999,30
2020,3,1,23,16,19,30
2020,3,1,17,7,999,30
2020,3,2,18,1,999,30
2020,3,2,16,1,22,30
2020,3,2,21,5,999,30
2020,3,2,3,11,999,30
2020,3,3,16,1,23,30
2020,3,3,17,16,19,30
2020,3,4,10,1,23,30
2020,3,4,16,1,22,30
2020,3,4,12,10,37,30
2020,3,5,12,1,19,30
2020,3,5,23,1,22,30
2020,3,5,13,12,18,30
2020,3,7,7,1,27,30
2020,3,7,9,15,73,30
2020,3,7,22,4,35,30
2020,3,8,15,1,18,30
2020,3,8,16,1,21,30
2020,3,8,19,1,20,30
2020,3,8,15,21,22,30
2020,3,8,9,12,41,30
2020,3,8,1,4,21,30
2020,3,9,1,1,22,30
2020,3,9,13,1,60,30
2020,3,9,1,9,25,30
2020,3,10,15,10,21,30
2020,3,11,11,1,26,30
2020,3,11,20,14,31,30
2020,3,12,7,5,999,30
2020,3,12,13,17,37,30
2020,3,13,12,1,28,30
2020,3,13,16,1,21,30
2020,3,13,15,5,999,30
2020,3,13,19,6,36,30
2020,3,13,0,11,16,30
2020,3,13,22,12,999,30
2020,3,13,10,13,22,30
2020,3,13,0,3,31,30
2020,3,13,17,3,999,30
2020,3,14,16,1,38,30
2020,3,14,21,14,18,30
2020,3,15,13,1,21,30
2020,3,15,12,5,999,30
2020,3,16,1,21,36,30
2020,3,17,20,1,20,30
2020,3,18,23,9,999,30
2020,3,18,13,3,34,30
2020,3,19,14,1,26,30
2020,3,20,10,1,35,30
2020,3,21,15,11,63,30
2020,3,22,13,1,28,30
2020,3,24,13,1,72,30
2020,3,24,12,5,46,30
2020,3,24,15,5,32,30
2020,3,25,16,1,16,30
2020,3,26,10,1,29,30
2020,3,27,13,1,25,30
2020,3,28,15,16,999,30
2020,3,29,12,1,37,30
2020,3,31,11,1,22,30
2020,3,31,15,5,999,30
2020,4,1,13,1,20,30
2020,4,1,14,21,999,30
2020,4,1,14,10,34,30
2020,4,2,7,1,21,30
2020,4,2,12,16,23,30
2020,4,2,14,3,38,30
2020,4,4,6,5,23,30
2020,4,4,11,11,999,30
2020,4,4,14,9,999,30
2020,4,5,14,1,33,30
2020,4,6,9,1,56,30
2020,4,6,15,21,21,30
2020,4,8,10,1,32,30
2020,4,8,12,1,32,30
2020,4,8,13,2,37,30
2020,4,9,13,1,46,30
2020,4,9,21,1,27,30
2020,4,11,9,1,33,30
2020,4,12,13,5,999,30
2020,4,14,16,1,17,30
2020,4,14,14,1,23,30
2020,4,15,10,1,21,30
2020,4,15,11,21,999,30
2020,4,15,5,3,39,30
2020,4,17,15,12,35,30
2020,4,18,13,1,25,30
2020,4,18,6,1,21,30
2020,4,18,11,11,20,30
2020,4,19,14,10,20,30
2020,4,19,14,10,15,30
2020,4,20,18,10,22,30
2020,4,21,10,1,42,30
2020,4,21,16,4,22,30
2020,4,22,6,1,999,30
2020,4,22,11,5,22,30
2020,4,23,11,9,40,30
2020,4,23,9,16,17,30
2020,4,23,9,17,30,30
2020,4,24,7,1,32,30
2020,4,24,16,11,999,30
2020,4,24,9,7,32,30
2020,4,25,21,1,25,30
2020,4,27,14,1,15,30
2020,4,29,11,1,999,30
2020,4,29,11,21,24,30
2020,4,30,16,1,19,30
2020,4,30,12,13,25,30
2020,1,19,12,22,44,28
2020,1,19,12,22,44,28
2020,1,1,9,1,14,71
2020,1,1,9,1,17,71
2020,1,1,21,1,16,71
2020,1,1,3,1,15,71
2020,1,1,8,1,20,71
2020,1,1,7,7,55,71
2020,1,2,13,1,16,71
2020,1,2,6,1,15,71
2020,1,2,6,1,94,71
2020,1,2,11,1,21,71
2020,1,2,7,1,40,71
